floor,total_area,living_area,kitchen_area,year,flat_status,flat_type,metro,metro_minutes,description,price
13,154.0,61.0,36.5,2018,1,3-комн,"Черная речка, Лесная, Выборгская",5,"улучшенная планировка, просторная кухня-гостиная, высокий этаж с видом на город, в шаговой доступности от метро, дом сдан, заезжай и живи, трёшка с хорошей планировкой",83000000
2,166.7,92.9,25.8,1887,1,3-комн,"Чернышевская, Площадь Ленина, Площадь Восстания",6,"старый фонд требует ремонта, просторная кухня-гостиная, средний этаж, рядом с метро, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",61000000
8,153.4,62.3,63.5,2002,1,3-комн,"Чернышевская, Площадь Ленина, Площадь Восстания",7,"современный монолитный дом, просторная кухня-гостиная, средний этаж, рядом с метро, дом сдан, заезжай и живи, трёхкомнатная квартира для большой семьи",70000000
4,99.6,47.0,36.0,1910,1,3-комн,"Горьковская, Петроградская, Чкаловская",12,"дореволюционный дом с высокими потолками, просторная кухня-гостиная, уютный этаж в тихом доме, транспортная доступность на машине, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",63900000
7,169.1,101.3,21.9,2017,1,4-комн,"Новочеркасская, Чернышевская, Ладожская",5,"улучшенная планировка, просторная кухня-гостиная, уютный этаж в тихом доме, в шаговой доступности от метро, дом сдан, заезжай и живи, многокомнатная квартира тихий центр",84550000
7,313.3,243.7,14.5,1910,1,Многокомнатна,"Петроградская, Чкаловская, Черная речка",9,"дореволюционный дом с высокими потолками, кухня хорошей площади, средний этаж, большая жилая площадь, рядом с метро, дом сдан, заезжай и живи",70000000
3,136.7,58.2,41.4,2007,1,3-комн,"Крестовский остров, Чкаловская, Василеостровская",2,"современный монолитный дом, просторная кухня-гостиная, уютный этаж в тихом доме, в шаговой доступности от метро, дом сдан, заезжай и живи, трёшка с хорошей планировкой",74100000
3,203.5,111.0,19.9,2008,1,4-комн,Беговая,30,"современный монолитный дом, просторная кухня-гостиная, уютный этаж в тихом доме, транспортная доступность на машине, дом сдан, заезжай и живи, четырёхкомнатная квартира премиум класса",75000000
5,305.6,157.0,84.7,1910,1,Многокомнатна,"Горьковская, Петроградская, Чкаловская",4,"старый фонд требует ремонта, просторная кухня-гостиная, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи",67800000
10,131.9,58.8,39.9,2018,1,2-комн,"Чкаловская, Крестовский остров, Спортивная",22,"современный монолитный дом, просторная кухня-гостиная, высокий этаж с видом на город, транспортная доступность на машине, дом сдан, заезжай и живи, просторная двухкомнатная квартира",69907000
11,134.1,58.8,39.6,2018,1,2-комн,"Чкаловская, Крестовский остров, Спортивная",22,"дом 2000-х годов в хорошем состоянии, просторная кухня-гостиная, высокий этаж с видом на город, транспортная доступность на машине, дом сдан, заезжай и живи, просторная двухкомнатная квартира",73755000
6,217.0,100.8,40.0,2012,1,4-комн,"Чкаловская, Спортивная, Петроградская",5,"современный монолитный дом, просторная кухня-гостиная, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи, четырёхкомнатная квартира премиум класса",91500000
7,204.2,65.1,61.0,2007,1,4-комн,"Крестовский остров, Чкаловская, Зенит",4,"современный монолитный дом, просторная кухня-гостиная, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи, многокомнатная квартира тихий центр",88800000
1,138.4,71.7,13.3,2022,1,3-комн,"Горный институт, Василеостровская, Спортивная",5,"новостройка с современной отделкой, кухня хорошей площади, первый этаж без балкона, в шаговой доступности от метро, дом сдан, заезжай и живи, трёшка с хорошей планировкой",59990000
14,207.0,90.0,54.0,2019,1,4-комн,"Новочеркасская, Ладожская, Площадь Александра Невского",4,"улучшенная планировка, просторная кухня-гостиная, высокий этаж с видом на город, в шаговой доступности от метро, дом сдан, заезжай и живи, многокомнатная квартира тихий центр",64900000
6,133.0,93.1,7.8,1913,1,4-комн,"Гостиный двор, Невский проспект, Адмиралтейская",4,"старый фонд требует ремонта, небольшая кухня, средний этаж, большая жилая площадь, в шаговой доступности от метро, дом сдан, заезжай и живи, четырёхкомнатная квартира премиум класса",88000000
7,24.4,12.8,3.0,2024,0,Студия,"Парнас, Проспект Просвещения, Озерки",23,"новостройка бизнес-класса, небольшая кухня, средний этаж, транспортная доступность на машине, строящийся объект, сдача скоро, уютная студия для молодой пары",5599263
3,55.9,39.7,5.2,1964,1,Квартир,"Ленинский проспект, Проспект Ветеранов, Автово",23,"дореволюционный дом с высокими потолками, небольшая кухня, средний этаж, большая жилая площадь, транспортная доступность на машине, дом сдан, заезжай и живи",5610000
5,42.3,30.5,5.5,1967,1,3-комн,"Проспект Ветеранов, Ленинский проспект, Автово",5,"старый фонд требует ремонта, небольшая кухня, средний этаж, большая жилая площадь, в шаговой доступности от метро, дом сдан, заезжай и живи, трёхкомнатная квартира для большой семьи",5700000
2,39.46,15.1,10.5,2025,0,1-комн,"Шушары, Дунайская, Обухово",11,"новостройка с современной отделкой, кухня хорошей площади, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, однокомнатная квартира с хорошим ремонтом",5721700
7,44.0,22.1,10.9,2021,1,1-комн,"Шушары, Купчино, Дунайская",16,"новостройка бизнес-класса, кухня хорошей площади, уютный этаж в тихом доме, транспортная доступность на машине, дом сдан, заезжай и живи, однокомнатная с балконом",5535000
1,34.9,15.5,12.0,2015,1,1-комн,"Беговая, Комендантский проспект, Старая Деревня",15,"улучшенная планировка, кухня хорошей площади, первый этаж без балкона, транспортная доступность на машине, дом сдан, заезжай и живи, однокомнатная с балконом",5650000
2,28.5,13.5,5.4,2023,0,Студия,"Купчино, Звездная, Шушары",5,"новый дом комфорт-класса, небольшая кухня, средний этаж, в шаговой доступности от метро, строящийся объект, сдача скоро, уютная студия для молодой пары",5614500
1,34.7,11.4,15.6,2025,0,1-комн,"Академическая, Гражданский проспект, Девяткино",6,"новостройка с современной отделкой, просторная кухня-гостиная, первый этаж без балкона, рядом с метро, строящийся объект, сдача скоро, однокомнатная с балконом",5638750
3,27.0,14.5,3.3,2024,0,Студия,"Парнас, Проспект Просвещения, Озерки",22,"новостройка бизнес-класса, небольшая кухня, средний этаж, транспортная доступность на машине, строящийся объект, сдача скоро, уютная студия для молодой пары",5541571
3,25.6,13.0,3.2,2024,0,Студия,"Парнас, Проспект Просвещения, Озерки",23,"новый дом комфорт-класса, небольшая кухня, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, студия с открытой планировкой",5679309
1,28.0,14.0,9.0,2023,1,1-комн,"Рыбацкое, Обухово, Пролетарская",9,"новостройка бизнес-класса, небольшая кухня, первый этаж без балкона, рядом с метро, дом сдан, заезжай и живи, однокомнатная с балконом",5688333
15,32.0,16.0,8.0,2009,1,1-комн,"Ломоносовская, Обухово, Пролетарская",9,"улучшенная планировка, небольшая кухня, высокий этаж с видом на город, рядом с метро, дом сдан, заезжай и живи, однокомнатная квартира с хорошим ремонтом",5790000
8,40.45,12.4,19.4,2025,0,1-комн,"Купчино, Шушары, Обухово",13,"новостройка бизнес-класса, просторная кухня-гостиная, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, однокомнатная с балконом",5718618
2,27.12,10.6,7.7,2025,0,Студия,"Проспект Ветеранов, Ленинский проспект, Автово",11,"новый дом комфорт-класса, небольшая кухня, средний этаж, транспортная доступность на машине, строящийся объект, сдача скоро, уютная студия для молодой пары",5507873
6,51.9,32.1,8.8,2021,1,2-комн,"Шушары, Купчино, Дунайская",16,"новостройка бизнес-класса, небольшая кухня, уютный этаж в тихом доме, транспортная доступность на машине, дом сдан, заезжай и живи, просторная двухкомнатная квартира",5744000
15,20.96,13.0,3.0,2025,0,Апартаменты-студия,"Ладожская, Новочеркасская, Площадь Александра Невского",4,"новый дом комфорт-класса, небольшая кухня, высокий этаж с видом на город, в шаговой доступности от метро, строящийся объект, сдача скоро, компактная студия евроремонт",5629017
12,36.0,12.6,15.9,2025,0,1-комн,"Академическая, Гражданский проспект, Девяткино",6,"новый дом комфорт-класса, просторная кухня-гостиная, высокий этаж с видом на город, рядом с метро, строящийся объект, сдача скоро, светлая однушка",5716800
2,31.46,13.5,10.4,2024,0,1-комн,"Рыбацкое, Обухово, Пролетарская",18,"новостройка с современной отделкой, кухня хорошей площади, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, светлая однушка",5671735
3,19.78,8.9,5.0,2027,0,Студия,"Улица Дыбенко, Елизаровская, Ломоносовская",6,"новостройка с современной отделкой, небольшая кухня, уютный этаж в тихом доме, рядом с метро, строящийся объект, сдача скоро, студия с открытой планировкой",5597740
9,28.44,14.9,3.2,2024,0,Студия,"Парнас, Проспект Просвещения, Озерки",22,"новостройка с современной отделкой, небольшая кухня, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, компактная студия евроремонт",5636198
2,44.43,13.8,18.5,2026,0,1-комн,"Рыбацкое, Обухово, Пролетарская",18,"новостройка с современной отделкой, просторная кухня-гостиная, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, однокомнатная квартира с хорошим ремонтом",5590431
1,33.9,15.6,6.3,2025,0,1-комн,"Академическая, Гражданский проспект, Девяткино",6,"новостройка бизнес-класса, небольшая кухня, первый этаж без балкона, рядом с метро, строящийся объект, сдача скоро, светлая однушка",5630790
3,28.3,15.7,3.2,2024,0,Студия,"Парнас, Проспект Просвещения, Озерки",22,"новый дом комфорт-класса, небольшая кухня, средний этаж, транспортная доступность на машине, строящийся объект, сдача скоро, уютная студия для молодой пары",5789954
2,37.64,16.4,12.1,2026,0,1-комн,"Рыбацкое, Обухово, Пролетарская",18,"новостройка с современной отделкой, кухня хорошей площади, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, однокомнатная квартира с хорошим ремонтом",5641840
13,24.58,11.0,5.2,2025,0,Студия,"Рыбацкое, Обухово, Пролетарская",5,"новый дом комфорт-класса, небольшая кухня, высокий этаж с видом на город, в шаговой доступности от метро, строящийся объект, сдача скоро, компактная студия евроремонт",5678496
2,35.66,10.4,15.1,2025,0,1-комн,"Елизаровская, Улица Дыбенко, Проспект Большевиков",7,"новостройка с современной отделкой, просторная кухня-гостиная, уютный этаж в тихом доме, рядом с метро, строящийся объект, сдача скоро, светлая однушка",5740814
2,29.2,15.3,6.8,1972,1,1-комн,"Проспект Славы, Дунайская, Купчино",6,"историческое здание сталинской постройки, небольшая кухня, средний этаж, рядом с метро, дом сдан, заезжай и живи, однокомнатная квартира с хорошим ремонтом",5300000
2,35.3,15.0,10.4,2026,0,1-комн,"Рыбацкое, Обухово, Пролетарская",18,"новый дом комфорт-класса, кухня хорошей площади, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, однокомнатная с балконом",5347400
2,21.55,13.6,3.0,2025,0,Апартаменты-студия,"Ладожская, Новочеркасская, Площадь Александра Невского",4,"новостройка бизнес-класса, небольшая кухня, средний этаж, в шаговой доступности от метро, строящийся объект, сдача скоро, студия с открытой планировкой",5325867
8,26.6,12.6,5.0,2023,1,Студия,Академическая,17,"новостройка с современной отделкой, небольшая кухня, средний этаж, транспортная доступность на машине, дом сдан, заезжай и живи, уютная студия для молодой пары",5320000
2,36.7,16.0,10.0,2025,0,1-комн,"Шушары, Дунайская, Обухово",11,"новостройка с современной отделкой, кухня хорошей площади, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, светлая однушка",5321500
2,31.5,13.4,10.4,2024,0,1-комн,"Рыбацкое, Обухово, Пролетарская",18,"новостройка с современной отделкой, кухня хорошей площади, средний этаж, транспортная доступность на машине, строящийся объект, сдача скоро, однокомнатная квартира с хорошим ремонтом",5473660
1,25.85,14.0,5.7,2024,0,Студия,"Шушары, Обухово, Дунайская",17,"новостройка бизнес-класса, небольшая кухня, первый этаж без балкона, транспортная доступность на машине, строящийся объект, сдача скоро, студия с открытой планировкой",5353257
3,25.6,13.0,3.4,2024,0,Студия,"Парнас, Проспект Просвещения, Озерки",24,"новостройка бизнес-класса, небольшая кухня, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, студия с открытой планировкой",5339059
7,23.7,12.3,3.7,2024,0,Студия,"Парнас, Проспект Просвещения, Озерки",22,"новостройка бизнес-класса, небольшая кухня, средний этаж, транспортная доступность на машине, строящийся объект, сдача скоро, уютная студия для молодой пары",5524352
4,22.9,12.1,3.8,2024,0,Студия,"Парнас, Проспект Просвещения, Озерки",23,"новостройка с современной отделкой, небольшая кухня, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, уютная студия для молодой пары",5251039
2,44.43,13.8,18.5,2026,0,1-комн,"Рыбацкое, Обухово, Пролетарская",18,"новый дом комфорт-класса, просторная кухня-гостиная, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, однокомнатная с балконом",5590431
1,24.2,12.9,3.0,2024,0,Студия,"Парнас, Проспект Просвещения, Озерки",24,"новостройка бизнес-класса, небольшая кухня, первый этаж без балкона, транспортная доступность на машине, строящийся объект, сдача скоро, уютная студия для молодой пары",5395342
5,24.7,11.6,3.5,2024,0,Студия,"Парнас, Проспект Просвещения, Озерки",24,"новый дом комфорт-класса, небольшая кухня, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, уютная студия для молодой пары",5335521
2,36.92,12.2,15.7,2026,0,1-комн,"Рыбацкое, Обухово, Пролетарская",18,"новостройка бизнес-класса, просторная кухня-гостиная, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, светлая однушка",5492600
2,27.12,10.6,7.7,2025,0,Студия,"Проспект Ветеранов, Ленинский проспект, Автово",11,"новостройка с современной отделкой, небольшая кухня, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, уютная студия для молодой пары",5507873
9,26.9,14.4,3.3,2024,0,Студия,"Парнас, Проспект Просвещения, Озерки",23,"новостройка с современной отделкой, небольшая кухня, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, уютная студия для молодой пары",5513587
2,33.2,14.3,11.1,2025,0,1-комн,"Елизаровская, Улица Дыбенко, Проспект Большевиков",7,"новый дом комфорт-класса, кухня хорошей площади, средний этаж, рядом с метро, строящийся объект, сдача скоро, однокомнатная с балконом",5502900
5,37.72,15.1,10.5,2025,0,1-комн,"Шушары, Дунайская, Обухово",11,"новостройка с современной отделкой, кухня хорошей площади, средний этаж, транспортная доступность на машине, строящийся объект, сдача скоро, однокомнатная квартира с хорошим ремонтом",5469400
1,29.6,9.9,13.0,2025,0,1-комн,"Академическая, Гражданский проспект, Девяткино",6,"новый дом комфорт-класса, кухня хорошей площади, первый этаж без балкона, рядом с метро, строящийся объект, сдача скоро, однокомнатная с балконом",5407920
7,40.09,11.9,18.4,2026,0,1-комн,"Рыбацкое, Обухово, Пролетарская",19,"новостройка бизнес-класса, просторная кухня-гостиная, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, светлая однушка",5333213
7,23.8,12.0,4.0,2024,0,Студия,"Парнас, Проспект Просвещения, Озерки",23,"новостройка с современной отделкой, небольшая кухня, средний этаж, транспортная доступность на машине, строящийся объект, сдача скоро, уютная студия для молодой пары",5482068
1,26.58,14.9,4.1,2024,0,Студия,"Парнас, Проспект Просвещения, Озерки",22,"новостройка с современной отделкой, небольшая кухня, первый этаж без балкона, транспортная доступность на машине, строящийся объект, сдача скоро, уютная студия для молодой пары",5390873
12,32.7,18.7,7.4,2024,1,1-комн,"Гражданский проспект, Девяткино, Академическая",12,"новостройка бизнес-класса, небольшая кухня, высокий этаж с видом на город, транспортная доступность на машине, дом сдан, заезжай и живи, однокомнатная квартира с хорошим ремонтом",5250000
3,22.55,9.2,5.5,2024,0,Студия,"Шушары, Обухово, Дунайская",17,"новый дом комфорт-класса, небольшая кухня, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, уютная студия для молодой пары",5445803
2,35.59,12.2,14.7,2026,0,1-комн,"Рыбацкое, Обухово, Пролетарская",18,"новый дом комфорт-класса, кухня хорошей площади, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, светлая однушка",5322040
8,22.64,10.0,5.6,2026,0,Студия,"Рыбацкое, Обухово, Пролетарская",4,"новостройка с современной отделкой, небольшая кухня, уютный этаж в тихом доме, в шаговой доступности от метро, строящийся объект, сдача скоро, студия с открытой планировкой",5338037
7,24.51,12.3,4.7,2024,0,Студия,"Шушары, Обухово, Дунайская",17,"новостройка с современной отделкой, небольшая кухня, уютный этаж в тихом доме, транспортная доступность на машине, строящийся объект, сдача скоро, студия с открытой планировкой",5311853
9,28.9,17.0,5.5,1972,1,1-комн,"Проспект Славы, Международная, Дунайская",6,"старый фонд требует ремонта, небольшая кухня, средний этаж, рядом с метро, дом сдан, заезжай и живи, однокомнатная с балконом",5700000
4,112.8,90.0,17.0,1903,1,4-комн,"Чернышевская, Маяковская, Площадь Восстания",7,"историческое здание сталинской постройки, просторная кухня-гостиная, средний этаж, большая жилая площадь, рядом с метро, дом сдан, заезжай и живи, многокомнатная квартира тихий центр",29500000
9,66.92,32.3,18.6,2024,0,2-комн,Приморская,11,"новостройка с современной отделкой, просторная кухня-гостиная, средний этаж, транспортная доступность на машине, строящийся объект, сдача скоро, двухкомнатная квартира раздельные комнаты",16067492
6,205.0,79.0,65.0,2018,1,4-комн,"Крестовский остров, Чкаловская, Спортивная",5,"улучшенная планировка, просторная кухня-гостиная, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи, четырёхкомнатная квартира премиум класса",265000000
4,135.0,30.0,53.5,2018,1,4-комн,"Чернышевская, Площадь Ленина, Горьковская",18,"современный монолитный дом, просторная кухня-гостиная, уютный этаж в тихом доме, транспортная доступность на машине, дом сдан, заезжай и живи, большая четырёхкомнатная дизайнерский ремонт",165000000
4,44.8,17.2,16.3,2024,1,1-комн,"Площадь Ленина, Чернышевская, Новочеркасская",6,"новостройка с современной отделкой, просторная кухня-гостиная, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, однокомнатная с балконом",15060000
8,51.8,16.3,21.3,2024,1,1-комн,"Крестовский остров, Спортивная, Чкаловская",2,"новый дом комфорт-класса, просторная кухня-гостиная, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи, однокомнатная квартира с хорошим ремонтом",26941180
3,49.05,27.4,10.1,2018,1,2-комн,"Ленинский проспект, Проспект Ветеранов, Автово",16,"улучшенная планировка, кухня хорошей площади, уютный этаж в тихом доме, транспортная доступность на машине, дом сдан, заезжай и живи, двухкомнатная квартира раздельные комнаты",7490000
2,32.4,9.3,15.9,2025,0,1-комн,"Волковская, Обводный канал, Бухарестская",7,"новостройка с современной отделкой, просторная кухня-гостиная, уютный этаж в тихом доме, рядом с метро, строящийся объект, сдача скоро, однокомнатная с балконом",10006837
6,192.0,80.0,75.1,2011,1,4-комн,"Крестовский остров, Чкаловская, Спортивная",6,"дом 2000-х годов в хорошем состоянии, просторная кухня-гостиная, средний этаж, рядом с метро, дом сдан, заезжай и живи, многокомнатная квартира тихий центр",243000000
1,78.8,46.1,11.9,1940,1,3-комн,"Новочеркасская, Площадь Александра Невского, Ладожская",4,"старый фонд требует ремонта, кухня хорошей площади, первый этаж без балкона, в шаговой доступности от метро, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",15900000
8,35.79,10.9,17.1,2027,0,1-комн,"Горный институт, Приморская, Василеостровская",5,"новый дом комфорт-класса, просторная кухня-гостиная, средний этаж, в шаговой доступности от метро, строящийся объект, сдача скоро, однокомнатная квартира с хорошим ремонтом",11560170
12,41.5,16.3,11.8,2011,1,1-комн,"Ленинский проспект, Автово, Проспект Ветеранов",10,"современный монолитный дом, кухня хорошей площади, высокий этаж с видом на город, рядом с метро, дом сдан, заезжай и живи, однокомнатная с балконом",5850000
3,95.2,38.0,30.0,1934,1,3-комн,"Лесная, Выборгская, Площадь Ленина",3,"историческое здание сталинской постройки, просторная кухня-гостиная, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи, трёхкомнатная квартира для большой семьи",22500000
3,47.8,22.5,15.3,2025,0,2-комн,"Волковская, Обводный канал, Бухарестская",7,"новостройка бизнес-класса, просторная кухня-гостиная, уютный этаж в тихом доме, рядом с метро, строящийся объект, сдача скоро, двушка с евроремонтом",14118590
2,170.3,92.3,20.2,2012,1,3-комн,"Крестовский остров, Чкаловская, Спортивная",4,"дом 2000-х годов в хорошем состоянии, просторная кухня-гостиная, уютный этаж в тихом доме, в шаговой доступности от метро, дом сдан, заезжай и живи, трёхкомнатная квартира для большой семьи",185000000
1,29.8,16.0,5.0,1962,1,1-комн,"Купчино, Звездная, Шушары",25,"дореволюционный дом с высокими потолками, небольшая кухня, первый этаж без балкона, транспортная доступность на машине, дом сдан, заезжай и живи, светлая однушка",4499000
2,91.75,38.0,28.1,2024,1,3-комн,"Новочеркасская, Площадь Александра Невского, Ладожская",4,"новый дом комфорт-класса, просторная кухня-гостиная, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",30195000
4,40.2,17.4,11.1,2023,1,1-комн,"Крестовский остров, Спортивная, Зенит",6,"новостройка с современной отделкой, кухня хорошей площади, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, однокомнатная с балконом",18492000
7,49.76,23.8,15.7,2024,0,2-комн,"Чкаловская, Спортивная, Крестовский остров",3,"новостройка с современной отделкой, просторная кухня-гостиная, средний этаж, в шаговой доступности от метро, строящийся объект, сдача скоро, двухкомнатная квартира раздельные комнаты",21371920
2,58.2,31.8,14.0,2023,1,2-комн,"Крестовский остров, Спортивная, Зенит",6,"новый дом комфорт-класса, кухня хорошей площади, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, двушка с евроремонтом",27237600
5,36.62,15.1,11.1,2024,1,1-комн,"Приморская, Василеостровская, Петроградская",15,"новостройка бизнес-класса, кухня хорошей площади, уютный этаж в тихом доме, транспортная доступность на машине, дом сдан, заезжай и живи, однокомнатная квартира с хорошим ремонтом",9200000
5,62.7,12.4,29.0,2014,1,2-комн,"Приморская, Спортивная, Василеостровская",16,"улучшенная планировка, просторная кухня-гостиная, средний этаж, транспортная доступность на машине, дом сдан, заезжай и живи, просторная двухкомнатная квартира",16929000
4,38.1,22.9,7.5,1967,1,1-комн,"Купчино, Звездная, Шушары",24,"историческое здание сталинской постройки, небольшая кухня, средний этаж, транспортная доступность на машине, дом сдан, заезжай и живи, светлая однушка",4900000
5,55.0,34.1,8.1,1958,1,2-комн,"Елизаровская, Ломоносовская, Площадь Александра Невского",5,"дореволюционный дом с высокими потолками, небольшая кухня, уютный этаж в тихом доме, в шаговой доступности от метро, дом сдан, заезжай и живи, просторная двухкомнатная квартира",10990000
3,81.7,28.7,25.4,2022,1,2-комн,"Нарвская, Автово, Проспект Ветеранов",18,"новостройка с современной отделкой, просторная кухня-гостиная, средний этаж, транспортная доступность на машине, дом сдан, заезжай и живи, двухкомнатная квартира раздельные комнаты",19828434
7,36.79,13.1,10.7,2022,1,1-комн,"Комендантский проспект, Беговая, Старая Деревня",9,"новостройка с современной отделкой, кухня хорошей площади, уютный этаж в тихом доме, рядом с метро, дом сдан, заезжай и живи, светлая однушка",10794186
6,205.0,79.0,65.0,2018,1,4-комн,"Крестовский остров, Чкаловская, Спортивная",5,"современный монолитный дом, просторная кухня-гостиная, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи, многокомнатная квартира тихий центр",265000000
1,50.0,32.0,10.0,1925,1,1-комн,"Фрунзенская, Московские ворота, Балтийская",4,"дореволюционный дом с высокими потолками, кухня хорошей площади, первый этаж без балкона, в шаговой доступности от метро, дом сдан, заезжай и живи, однокомнатная с балконом",8700000
3,94.1,52.7,12.3,1917,1,3-комн,"Василеостровская, Спортивная",3,"старый фонд требует ремонта, кухня хорошей площади, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи, трёхкомнатная квартира для большой семьи",17000000
11,38.2,10.0,17.0,2023,1,1-комн,"Приморская, Василеостровская, Крестовский остров",9,"новый дом комфорт-класса, просторная кухня-гостиная, высокий этаж с видом на город, рядом с метро, дом сдан, заезжай и живи, однокомнатная квартира с хорошим ремонтом",13580000
2,76.3,32.4,20.2,2025,0,3-комн,"Обводный канал, Фрунзенская, Звенигородская",6,"новостройка с современной отделкой, просторная кухня-гостиная, средний этаж, рядом с метро, строящийся объект, сдача скоро, просторная трёхкомнатная с двумя санузлами",19843426
2,140.0,51.0,34.7,2022,1,3-комн,"Пушкинская, Московские ворота, Технологический институт",4,"новый дом комфорт-класса, просторная кухня-гостиная, средний этаж, в шаговой доступности от метро, дом сдан, заезжай и живи, трёшка с хорошей планировкой",49000000
9,30.8,10.0,13.0,2022,1,1-комн,"Комендантский проспект, Старая Деревня, Пионерская",9,"новостройка с современной отделкой, кухня хорошей площади, средний этаж, рядом с метро, дом сдан, заезжай и живи, однокомнатная с балконом",7500000
2,59.2,27.9,18.3,2026,0,2-комн,"Ладожская, Новочеркасская, Чернышевская",4,"новый дом комфорт-класса, просторная кухня-гостиная, уютный этаж в тихом доме, в шаговой доступности от метро, строящийся объект, сдача скоро, двушка с евроремонтом",16102400
2,49.9,13.1,24.3,2022,1,1-комн,"Автово, Ленинский проспект, Нарвская",16,"новостройка бизнес-класса, просторная кухня-гостиная, средний этаж, транспортная доступность на машине, дом сдан, заезжай и живи, однокомнатная с балконом",10764891
5,80.0,52.0,10.1,1939,1,3-комн,"Елизаровская, Ломоносовская, Пролетарская",6,"старый фонд требует ремонта, кухня хорошей площади, средний этаж, большая жилая площадь, рядом с метро, дом сдан, заезжай и живи, просторная трёхкомнатная с двумя санузлами",13400000
